Year Month,Postal Code,Customer Class,Total Gallons
201803,78717,Multi-Family,11267300
201803,78717,Residential,26224600
201803,78719,Multi-Family,270600
201803,78719,Residential,1192400
201803,78721,Irrigation - Multi-Family,60800
201803,78721,Irrigation - Residential,5100
201803,78721,Multi-Family,4449600
201803,78721,Residential,10996800
201803,78722,Irrigation - Multi-Family,4400
201803,78722,Multi-Family,2480000
201803,78722,Residential,6441900
201803,78723,Irrigation - Multi-Family,177400
201803,78723,Irrigation - Residential,11800
201803,78723,Multi-Family,20836600
201803,78723,Residential,28284500
201803,78724,Irrigation - Multi-Family,360200
201803,78724,Irrigation - Residential,14200
201803,78724,Multi-Family,12558900
201803,78724,Residential,17466500
201803,78725,Irrigation - Residential,0
201803,78725,Multi-Family,140900
201803,78725,Residential,2911600
201803,78726,Irrigation - Multi-Family,1930100
201803,78726,Irrigation - Residential,35400
201803,78726,Multi-Family,12833500
201803,78726,Residential,11488500
201803,78727,Irrigation - Multi-Family,1589700
201803,78727,Irrigation - Residential,12300
201803,78727,Multi-Family,19550200
201803,78727,Residential,26486400
201803,78728,Irrigation - Multi-Family,630700
201803,78728,Irrigation - Residential,3800
201803,78728,Multi-Family,8043000
201803,78728,Residential,4823400
201803,78729,Irrigation - Multi-Family,1712900
201803,78729,Irrigation - Residential,4000
201803,78729,Multi-Family,19218300
201803,78729,Residential,16338300
201803,78730,Irrigation - Multi-Family,331800
201803,78730,Irrigation - Residential,68800
201803,78730,Multi-Family,3634700
201803,78730,Residential,13914100
201803,78731,Irrigation - Multi-Family,270500
201803,78731,Irrigation - Residential,244600
201803,78731,Multi-Family,14083500
201803,78731,Residential,38586000
201803,78732,Residential,800
201803,78733,Residential,75700
201803,78735,Irrigation - Multi-Family,666100
201803,78735,Multi-Family,10140300
201803,78735,Residential,12753500
201803,78736,Irrigation - Multi-Family,314600
201803,78736,Irrigation - Residential,14400
201803,78736,Multi-Family,4364000
201803,78736,Residential,8574100
201803,78737,Irrigation - Residential,2800
201803,78737,Residential,4858500
201803,78738,Residential,9500
201803,78739,Irrigation - Multi-Family,0
201803,78739,Irrigation - Residential,0
201803,78739,Residential,24453500
201803,78741,Irrigation - Multi-Family,1232100
201803,78741,Irrigation - Residential,12800
201803,78741,Multi-Family,65844200
201803,78741,Residential,15088800
201803,78742,Irrigation - Multi-Family,32700
201803,78742,Multi-Family,193600
201803,78742,Residential,581800
201803,78744,Irrigation - Multi-Family,1587800
201803,78744,Irrigation - Residential,48000
201803,78744,Multi-Family,27369900
201803,78744,Residential,40648200
201803,78745,Irrigation - Multi-Family,1858000
201803,78745,Irrigation - Residential,43200
201803,78745,Multi-Family,31122700
201803,78745,Residential,55976500
201803,78746,Irrigation - Multi-Family,163400
201803,78746,Irrigation - Residential,152100
201803,78746,Multi-Family,9317600
201803,78746,Residential,25318200
201803,78747,Irrigation - Multi-Family,161200
201803,78747,Irrigation - Residential,46200
201803,78747,Multi-Family,6323000
201803,78747,Residential,19408600
201803,78748,Irrigation - Multi-Family,2946400
201803,78748,Irrigation - Residential,13200
201803,78748,Multi-Family,20358300
201803,78748,Residential,50467000
201803,78748-4053,Residential,5200
201803,78749,Irrigation - Multi-Family,1613800
201803,78749,Irrigation - Residential,22400
201803,78749,Multi-Family,12794600
201803,78749,Residential,40886400
201803,78750,Irrigation - Multi-Family,893700
201803,78750,Irrigation - Residential,8900
201803,78750,Multi-Family,12616600
201803,78750,Residential,36756800
201803,78751,Irrigation - Multi-Family,368700
201803,78751,Irrigation - Residential,25900
201803,78751,Multi-Family,12377700
201803,78751,Residential,12831500
201803,78752,Irrigation - Multi-Family,38600
201803,78752,Irrigation - Residential,800
201803,78752,Multi-Family,16513000
201803,78752,Residential,9653800
201803,78753,Irrigation - Multi-Family,1271300
201803,78753,Irrigation - Residential,200
201803,78753,Multi-Family,51407800
201803,78753,Residential,33184600
201803,78754,Irrigation - Multi-Family,1469600
201803,78754,Irrigation - Residential,20600
201803,78754,Multi-Family,15005800
201803,78754,Residential,19159800
201803,78756,Irrigation - Multi-Family,178600
201803,78756,Irrigation - Residential,21700
201803,78756,Multi-Family,4790200
201803,78756,Residential,8006100
201803,78757,Irrigation - Multi-Family,116600
201803,78757,Irrigation - Residential,17100
201803,78757,Multi-Family,13296700
201803,78757,Residential,24903800
201803,78758,Irrigation - Multi-Family,1297000
201803,78758,Irrigation - Residential,60700
201803,78758,Multi-Family,40064500
201803,78758,Residential,32006300
201803,78759,Irrigation - Multi-Family,484800
201803,78759,Irrigation - Residential,56000
201803,78759,Multi-Family,31533300
201803,78759,Residential,43167400
201804,78613,Irrigation - Multi-Family,1400400
201804,78613,Multi-Family,3447200
201804,78617,Irrigation - Multi-Family,6700
201804,78617,Irrigation - Residential,9700
201804,78617,Multi-Family,4513100
201804,78617,Residential,18843400
201804,78652,Irrigation - Residential,50500
201804,78652,Multi-Family,3600
201804,78652,Residential,3780500
201804,78653,Irrigation - Multi-Family,0
201804,78653,Irrigation - Residential,18200
201804,78653,Multi-Family,210500
201804,78653,Residential,2598700
201804,78660,Irrigation - Multi-Family,1259300
201804,78660,Irrigation - Residential,27800
201804,78660,Multi-Family,1708100
201804,78660,Residential,9675700
201804,78701,Irrigation - Multi-Family,584300
201804,78701,Irrigation - Residential,53600
201804,78701,Multi-Family,16973100
201804,78701,Residential,936100
201804,78702,Irrigation - Multi-Family,1565200
201804,78702,Irrigation - Residential,7200
201804,78702,Multi-Family,12884000
201804,78702,Residential,25196000
201804,78703,Irrigation - Multi-Family,448900
201804,78703,Irrigation - Residential,972400
201804,78703,Multi-Family,12955100
201804,78703,Residential,50795500
201804,78704,Irrigation - Multi-Family,2568400
201804,78704,Irrigation - Residential,230000
201804,78704,Multi-Family,53388600
201804,78704,Residential,45323500
201804,78705,Irrigation - Multi-Family,483100
201804,78705,Irrigation - Residential,34200
201804,78705,Multi-Family,39454900
201804,78705,Residential,9073900
201804,78717,Irrigation - Multi-Family,3830900
201804,78717,Irrigation - Residential,13800
201804,78717,Multi-Family,16637300
201804,78717,Residential,36857700
201804,78719,Multi-Family,321000
201804,78719,Residential,1386500
201804,78721,Irrigation - Multi-Family,69800
201804,78721,Irrigation - Residential,7300
201804,78721,Multi-Family,4778400
201804,78721,Residential,13224500
201804,78722,Irrigation - Multi-Family,5000
201804,78722,Multi-Family,2725500
201804,78722,Residential,7739600
201804,78723,Irrigation - Multi-Family,177000
201804,78723,Irrigation - Residential,16000
201804,78723,Multi-Family,22497300
201804,78723,Residential,32380100
201804,78724,Irrigation - Multi-Family,1297100
201804,78724,Irrigation - Residential,13700
201804,78724,Multi-Family,14139800
201804,78724,Residential,19797900
201804,78725,Irrigation - Residential,0
201804,78725,Multi-Family,158200
201804,78725,Residential,3619100
201804,78726,Irrigation - Multi-Family,3385500
201804,78726,Irrigation - Residential,56100
201804,78726,Multi-Family,12790700
201804,78726,Residential,16544100
201804,78727,Irrigation - Multi-Family,3568400
201804,78727,Irrigation - Residential,11500
201804,78727,Multi-Family,21424200
201804,78727,Residential,32642200
201804,78728,Irrigation - Multi-Family,2779100
201804,78728,Irrigation - Residential,6400
201804,78728,Multi-Family,9517500
201804,78728,Residential,5976500
201804,78729,Irrigation - Multi-Family,2175300
201804,78729,Irrigation - Residential,7800
201804,78729,Multi-Family,21863300
201804,78729,Residential,20573000
201804,78730,Irrigation - Multi-Family,531700
201804,78730,Irrigation - Residential,95200
201804,78730,Multi-Family,6506800
201804,78730,Residential,21848900
201804,78731,Irrigation - Multi-Family,741900
201804,78731,Irrigation - Residential,410200
201804,78731,Multi-Family,16034900
201804,78731,Residential,58317000
201804,78732,Residential,1400
201804,78733,Residential,60900
201804,78735,Irrigation - Multi-Family,1932700
201804,78735,Multi-Family,11893400
201804,78735,Residential,20066000
201804,78736,Irrigation - Multi-Family,573700
201804,78736,Irrigation - Residential,20300
201804,78736,Multi-Family,4157100
201804,78736,Residential,12354000
201804,78737,Irrigation - Residential,6900
201804,78737,Residential,7479300
201804,78738,Residential,52800
201804,78739,Irrigation - Multi-Family,0
201804,78739,Irrigation - Residential,0
201804,78739,Residential,36898700
201804,78741,Irrigation - Multi-Family,1209700
201804,78741,Irrigation - Residential,25500
201804,78741,Multi-Family,72137200
201804,78741,Residential,17216500
201804,78742,Irrigation - Multi-Family,37000
201804,78742,Multi-Family,234000
201804,78742,Residential,689800
201804,78744,Irrigation - Multi-Family,2234400
201804,78744,Irrigation - Residential,65500
201804,78744,Multi-Family,28987900
201804,78744,Residential,47253800
201804,78745,Irrigation - Multi-Family,3048800
201804,78745,Irrigation - Residential,55500
201804,78745,Multi-Family,33407200
201804,78745,Residential,66107300
201804,78746,Irrigation - Multi-Family,348900
201804,78746,Irrigation - Residential,434000
201804,78746,Multi-Family,11220200
201804,78746,Residential,39878300
201804,78747,Irrigation - Multi-Family,454100
201804,78747,Irrigation - Residential,20000
201804,78747,Multi-Family,6978400
201804,78747,Residential,24610300
201804,78748,Irrigation - Multi-Family,4930000
201804,78748,Irrigation - Residential,19000
201804,78748,Multi-Family,21491400
201804,78748,Residential,62938800
201804,78748-4053,Residential,5900
201804,78749,Irrigation - Multi-Family,2454300
201804,78749,Irrigation - Residential,21100
201804,78749,Multi-Family,14858200
201804,78749,Residential,56332600
201804,78750,Irrigation - Multi-Family,1354900
201804,78750,Irrigation - Residential,12500
201804,78750,Multi-Family,14328400
201804,78750,Residential,49201000
201804,78751,Irrigation - Multi-Family,464600
201804,78751,Irrigation - Residential,53800
201804,78751,Multi-Family,13144600
201804,78751,Residential,15438000
201804,78752,Irrigation - Multi-Family,111400
201804,78752,Irrigation - Residential,800
201804,78752,Multi-Family,18620500
201804,78752,Residential,11228700
201804,78753,Irrigation - Multi-Family,1775000
201804,78753,Irrigation - Residential,0
201804,78753,Multi-Family,58186400
201804,78753,Residential,39760500
201804,78754,Irrigation - Multi-Family,2106800
201804,78754,Irrigation - Residential,23100
201804,78754,Multi-Family,16531800
201804,78754,Residential,23522500
201804,78756,Irrigation - Multi-Family,236900
201804,78756,Irrigation - Residential,61800
201804,78756,Multi-Family,5389500
201804,78756,Residential,10579000
201804,78757,Irrigation - Multi-Family,215000
201804,78757,Irrigation - Residential,37400
201804,78757,Multi-Family,14093200
201804,78757,Residential,31459900
201804,78758,Irrigation - Multi-Family,2400600
201804,78758,Irrigation - Residential,61300
201804,78758,Multi-Family,46643800
201804,78758,Residential,37405800
201804,78759,Irrigation - Multi-Family,810800
201804,78759,Irrigation - Residential,90100
201804,78759,Multi-Family,38069900
201804,78759,Residential,57715300
201805,78613,Irrigation - Multi-Family,2195800
201805,78613,Multi-Family,3317300
201805,78617,Irrigation - Multi-Family,4700
201805,78617,Irrigation - Residential,11700
201805,78617,Multi-Family,4344100
201805,78617,Residential,18727300
201805,78652,Irrigation - Residential,63100
201805,78652,Multi-Family,3600
201805,78652,Residential,4445200
201805,78653,Irrigation - Multi-Family,0
201805,78653,Irrigation - Residential,11400
201805,78653,Multi-Family,265700
201805,78653,Residential,2760200
201805,78660,Irrigation - Multi-Family,2695700
201805,78660,Irrigation - Residential,25500
201805,78660,Multi-Family,2347000
201805,78660,Residential,11600700
201805,78701,Irrigation - Multi-Family,511800
201805,78701,Irrigation - Residential,60700
201805,78701,Multi-Family,16098700
201805,78701,Residential,964800
201805,78702,Irrigation - Multi-Family,1560300
201805,78702,Irrigation - Residential,76600
201805,78702,Multi-Family,12171200
201805,78702,Residential,24563400
201805,78703,Irrigation - Multi-Family,583600
201805,78703,Irrigation - Residential,1048800
201805,78703,Multi-Family,12334800
201805,78703,Residential,56019200
201805,78704,Irrigation - Multi-Family,2735600
201805,78704,Irrigation - Residential,226400
201805,78704,Multi-Family,52065600
201805,78704,Residential,46296100
201805,78705,Irrigation - Multi-Family,535000
201805,78705,Irrigation - Residential,103500
201805,78705,Multi-Family,37384400
201805,78705,Residential,9418300
201805,78717,Irrigation - Multi-Family,6756300
201805,78717,Irrigation - Residential,36000
201805,78717,Multi-Family,15128700
201805,78717,Residential,42565100
201805,78719,Multi-Family,313500
201805,78719,Residential,1391700
201805,78721,Irrigation - Multi-Family,58300
201805,78721,Irrigation - Residential,4300
201805,78721,Multi-Family,4247100
201805,78721,Residential,12778500
201805,78722,Irrigation - Multi-Family,3700
201805,78722,Multi-Family,2536100
201805,78722,Residential,7754700
201805,78723,Irrigation - Multi-Family,300800
201805,78723,Irrigation - Residential,18500
201805,78723,Multi-Family,21376200
201805,78723,Residential,34421000
201805,78724,Irrigation - Multi-Family,1627200
201805,78724,Irrigation - Residential,22800
201805,78724,Multi-Family,13359300
201805,78724,Residential,19120100
201805,78725,Irrigation - Residential,0
201805,78725,Multi-Family,150000
201805,78725,Residential,3627500
201805,78726,Irrigation - Multi-Family,3749800
201805,78726,Irrigation - Residential,52600
201805,78726,Multi-Family,13231500
201805,78726,Residential,19890200
201805,78727,Irrigation - Multi-Family,5209600
201805,78727,Irrigation - Residential,13100
201805,78727,Multi-Family,21669800
201805,78727,Residential,37520600
201805,78728,Irrigation - Multi-Family,2664300
201805,78728,Irrigation - Residential,8300
201805,78728,Multi-Family,8225500
201805,78728,Residential,7160000
201805,78729,Irrigation - Multi-Family,2235700
201805,78729,Irrigation - Residential,10300
201805,78729,Multi-Family,23970900
201805,78729,Residential,22937000
201805,78730,Irrigation - Multi-Family,1073200
201805,78730,Irrigation - Residential,167900
201805,78730,Multi-Family,5154400
201805,78730,Residential,28421700
201805,78731,Irrigation - Multi-Family,746700
201805,78731,Irrigation - Residential,688900
201805,78731,Multi-Family,16616300
201805,78731,Residential,65466100
201805,78732,Residential,900
201805,78733,Residential,59300
201805,78735,Irrigation - Multi-Family,2819200
201805,78735,Multi-Family,11271000
201805,78735,Residential,20088100
201805,78736,Irrigation - Multi-Family,1176000
201805,78736,Irrigation - Residential,24200
201805,78736,Multi-Family,3842800
201805,78736,Residential,13059800
201805,78737,Irrigation - Residential,7600
201805,78737,Residential,8257400
201805,78738,Residential,48500
201805,78739,Irrigation - Multi-Family,1800
201805,78739,Irrigation - Residential,0
201805,78739,Residential,42828000
201805,78741,Irrigation - Multi-Family,1841200
201805,78741,Irrigation - Residential,35600
201805,78741,Multi-Family,67338500
201805,78741,Residential,16988800
201805,78742,Irrigation - Multi-Family,41800
201805,78742,Multi-Family,190100
201805,78742,Residential,704100
201805,78744,Irrigation - Multi-Family,3201700
201805,78744,Irrigation - Residential,48800
201805,78744,Multi-Family,30050400
201805,78744,Residential,47089000
201805,78745,Irrigation - Multi-Family,3572900
201805,78745,Irrigation - Residential,47300
201805,78745,Multi-Family,31526100
201805,78745,Residential,64436200
201805,78746,Irrigation - Multi-Family,511700
201805,78746,Irrigation - Residential,565800
201805,78746,Multi-Family,10971600
201805,78746,Residential,43286000
201805,78747,Irrigation - Multi-Family,543400
201805,78747,Irrigation - Residential,21000
201805,78747,Multi-Family,7100400
201805,78747,Residential,25699400
201805,78748,Irrigation - Multi-Family,6587600
201805,78748,Irrigation - Residential,17000
201805,78748,Multi-Family,22499200
201805,78748,Residential,64204500
201805,78748-4053,Residential,5000
201805,78749,Irrigation - Multi-Family,2876200
201805,78749,Irrigation - Residential,30500
201805,78749,Multi-Family,14395900
201805,78749,Residential,57304700
201805,78750,Irrigation - Multi-Family,1879200
201805,78750,Irrigation - Residential,45800
201805,78750,Multi-Family,15542800
201805,78750,Residential,59736900
201805,78751,Irrigation - Multi-Family,772600
201805,78751,Irrigation - Residential,124500
201805,78751,Multi-Family,12926500
201805,78751,Residential,15681200
201805,78752,Irrigation - Multi-Family,115500
201805,78752,Irrigation - Residential,900
201805,78752,Multi-Family,16510900
201805,78752,Residential,10913400
201805,78753,Irrigation - Multi-Family,3645500
201805,78753,Irrigation - Residential,0
201805,78753,Multi-Family,54341000
201805,78753,Residential,40017000
201805,78754,Irrigation - Multi-Family,2662700
201805,78754,Irrigation - Residential,30000
201805,78754,Multi-Family,15864300
201805,78754,Residential,24560600
201805,78756,Irrigation - Multi-Family,284100
201805,78756,Irrigation - Residential,68700
201805,78756,Multi-Family,5011400
201805,78756,Residential,11536200
201805,78757,Irrigation - Multi-Family,239700
201805,78757,Irrigation - Residential,53700
201805,78757,Multi-Family,13464200
201805,78757,Residential,33385500
201805,78758,Irrigation - Multi-Family,4099400
201805,78758,Irrigation - Residential,89700
201805,78758,Multi-Family,43906700
201805,78758,Residential,38833000
201805,78759,Irrigation - Multi-Family,1488800
201805,78759,Irrigation - Residential,108500
201805,78759,Multi-Family,36994400
201805,78759,Residential,69315200
201806,78613,Irrigation - Multi-Family,2074500
201806,78613,Multi-Family,3613700
201806,78617,Irrigation - Multi-Family,9700
201806,78617,Irrigation - Residential,12600
201806,78617,Multi-Family,5230100
201806,78617,Residential,22445300
201806,78652,Irrigation - Residential,59200
201806,78652,Multi-Family,8200
201806,78652,Residential,6208800
201806,78653,Irrigation - Multi-Family,0
201806,78653,Irrigation - Residential,17700
201806,78653,Multi-Family,345500
201806,78653,Residential,3433900
201806,78660,Irrigation - Multi-Family,5612900
201806,78660,Irrigation - Residential,36200
201806,78660,Multi-Family,2387900
201806,78660,Residential,11638300
201806,78701,Irrigation - Multi-Family,668800
201806,78701,Irrigation - Residential,42200
201806,78701,Multi-Family,18391200
201806,78701,Residential,1269000
201806,78702,Irrigation - Multi-Family,2273500
201806,78702,Irrigation - Residential,8300
201806,78702,Multi-Family,13183600
201806,78702,Residential,28713500
201806,78703,Irrigation - Multi-Family,770300
201806,78703,Irrigation - Residential,1194400
201806,78703,Multi-Family,14157000
201806,78703,Residential,64963100
201806,78704,Irrigation - Multi-Family,4276300
201806,78704,Irrigation - Residential,310300
201806,78704,Multi-Family,54165600
201806,78704,Residential,58251300
201806,78705,Irrigation - Multi-Family,616200
201806,78705,Irrigation - Residential,96600
201806,78705,Multi-Family,33852900
201806,78705,Residential,10809700
201806,78717,Irrigation - Multi-Family,8079400
201806,78717,Irrigation - Residential,48700
201806,78717,Multi-Family,13743900
201806,78717,Residential,57642500
201806,78719,Multi-Family,375300
201806,78719,Residential,1708900
201806,78721,Irrigation - Multi-Family,96900
201806,78721,Irrigation - Residential,9200
201806,78721,Multi-Family,5127600
201806,78721,Residential,14868900
201806,78722,Irrigation - Multi-Family,4500
201806,78722,Multi-Family,2682500
201806,78722,Residential,9698400
201806,78723,Irrigation - Multi-Family,427600
201806,78723,Irrigation - Residential,20000
201806,78723,Multi-Family,22251500
201806,78723,Residential,37992700
201806,78724,Irrigation - Multi-Family,4380600
201806,78724,Irrigation - Residential,29600
201806,78724,Multi-Family,16590400
201806,78724,Residential,22243600
201806,78725,Irrigation - Residential,0
201806,78725,Multi-Family,206000
201806,78725,Residential,4347000
201806,78726,Irrigation - Multi-Family,5369000
201806,78726,Irrigation - Residential,64000
201806,78726,Multi-Family,11756700
201806,78726,Residential,26085200
201806,78727,Irrigation - Multi-Family,7250600
201806,78727,Irrigation - Residential,14100
201806,78727,Multi-Family,23286000
201806,78727,Residential,50102000
201806,78728,Irrigation - Multi-Family,3629100
201806,78728,Irrigation - Residential,10800
201806,78728,Multi-Family,9611700
201806,78728,Residential,7797700
201806,78729,Irrigation - Multi-Family,3473100
201806,78729,Irrigation - Residential,10100
201806,78729,Multi-Family,23653100
201806,78729,Residential,27445800
201806,78730,Irrigation - Multi-Family,1207500
201806,78730,Irrigation - Residential,140200
201806,78730,Multi-Family,4712300
201806,78730,Residential,35783700
201806,78731,Irrigation - Multi-Family,1460500
201806,78731,Irrigation - Residential,706000
201806,78731,Multi-Family,18275500
201806,78731,Residential,83445800
201806,78732,Residential,1100
201806,78733,Residential,72900
201806,78735,Irrigation - Multi-Family,4835400
201806,78735,Multi-Family,13073400
201806,78735,Residential,30049400
201806,78736,Irrigation - Multi-Family,1657000
201806,78736,Irrigation - Residential,23100
201806,78736,Multi-Family,3613900
201806,78736,Residential,19279800
201806,78737,Irrigation - Residential,9000
201806,78737,Residential,13240400
201806,78738,Residential,56000
201806,78739,Irrigation - Multi-Family,78700
201806,78739,Irrigation - Residential,0
201806,78739,Residential,56223600
201806,78741,Irrigation - Multi-Family,2663000
201806,78741,Irrigation - Residential,59600
201806,78741,Multi-Family,79924100
201806,78741,Residential,20728900
201806,78742,Irrigation - Multi-Family,60000
201806,78742,Multi-Family,232000
201806,78742,Residential,821300
201806,78744,Irrigation - Multi-Family,4180600
201806,78744,Irrigation - Residential,42100
201806,78744,Multi-Family,30898300
201806,78744,Residential,56179500
201806,78745,Irrigation - Multi-Family,6051100
201806,78745,Irrigation - Residential,76800
201806,78745,Multi-Family,36740900
201806,78745,Residential,84925200
201806,78746,Irrigation - Multi-Family,1100800
201806,78746,Irrigation - Residential,638400
201806,78746,Multi-Family,13014800
201806,78746,Residential,62400200
201806,78747,Irrigation - Multi-Family,1106200
201806,78747,Irrigation - Residential,14000
201806,78747,Multi-Family,8147900
201806,78747,Residential,35037000
201806,78748,Irrigation - Multi-Family,10693400
201806,78748,Irrigation - Residential,27900
201806,78748,Multi-Family,24413400
201806,78748,Residential,84542000
201806,78748-4053,Residential,6300
201806,78749,Irrigation - Multi-Family,4438000
201806,78749,Irrigation - Residential,36500
201806,78749,Multi-Family,15546100
201806,78749,Residential,80958100
201806,78750,Irrigation - Multi-Family,2321300
201806,78750,Irrigation - Residential,45700
201806,78750,Multi-Family,12869400
201806,78750,Residential,68422300
201806,78751,Irrigation - Multi-Family,949500
201806,78751,Irrigation - Residential,118000
201806,78751,Multi-Family,12874500
201806,78751,Residential,17425100
201806,78752,Irrigation - Multi-Family,160500
201806,78752,Irrigation - Residential,1300
201806,78752,Multi-Family,19651300
201806,78752,Residential,12844400
201806,78753,Irrigation - Multi-Family,6259300
201806,78753,Irrigation - Residential,8400
201806,78753,Multi-Family,62871700
201806,78753,Residential,45772000
201806,78754,Irrigation - Multi-Family,3161100
201806,78754,Irrigation - Residential,27800
201806,78754,Multi-Family,18241700
201806,78754,Residential,28812000
201806,78756,Irrigation - Multi-Family,229000
201806,78756,Irrigation - Residential,72600
201806,78756,Multi-Family,5238900
201806,78756,Residential,13489700
201806,78757,Irrigation - Multi-Family,369500
201806,78757,Irrigation - Residential,58800
201806,78757,Multi-Family,14679000
201806,78757,Residential,40807600
201806,78758,Irrigation - Multi-Family,4810600
201806,78758,Irrigation - Residential,73400
201806,78758,Multi-Family,48798300
201806,78758,Residential,43225200
201806,78759,Irrigation - Multi-Family,1700900
201806,78759,Irrigation - Residential,113600
201806,78759,Multi-Family,38572800
201806,78759,Residential,86606100
201807,78613,Irrigation - Multi-Family,1760500
201807,78613,Multi-Family,3499300
201807,78617,Irrigation - Multi-Family,6600
201807,78617,Irrigation - Residential,8500
201807,78617,Multi-Family,5111200
201807,78617,Residential,21462700
201807,78652,Irrigation - Residential,60700
201807,78652,Multi-Family,11700
201807,78652,Residential,6188700
201807,78653,Irrigation - Multi-Family,24100
201807,78653,Irrigation - Residential,18100
201807,78653,Multi-Family,280100
201807,78653,Residential,3208000
201807,78660,Irrigation - Multi-Family,2840700
201807,78660,Irrigation - Residential,27000
201807,78660,Multi-Family,2472800
201807,78660,Residential,12067200
201807,78701,Irrigation - Multi-Family,774100
201807,78701,Irrigation - Residential,66600
201807,78701,Multi-Family,16692700
201807,78701,Residential,1172900
201807,78702,Irrigation - Multi-Family,2242100
201807,78702,Irrigation - Residential,12400
201807,78702,Multi-Family,12535500
201807,78702,Residential,27141200
201807,78703,Irrigation - Multi-Family,871900
201807,78703,Irrigation - Residential,1447200
201807,78703,Multi-Family,13183700
201807,78703,Residential,67837800
201807,78704,Irrigation - Multi-Family,4872800
201807,78704,Irrigation - Residential,279200
201807,78704,Multi-Family,52932800
201807,78704,Residential,57309000
201807,78705,Irrigation - Multi-Family,636800
201807,78705,Irrigation - Residential,127500
201807,78705,Multi-Family,31846300
201807,78705,Residential,10471400
201807,78717,Irrigation - Multi-Family,9099600
201807,78717,Irrigation - Residential,40600
201807,78717,Multi-Family,14984800
201807,78717,Residential,52715100
201807,78719,Multi-Family,385000
201807,78719,Residential,1785100
201807,78721,Irrigation - Multi-Family,563200
201807,78721,Irrigation - Residential,1700
201807,78721,Multi-Family,4996900
201807,78721,Residential,13816300
201807,78722,Irrigation - Multi-Family,4000
201807,78722,Multi-Family,2396800
201807,78722,Residential,9430200
201807,78723,Irrigation - Multi-Family,390600
201807,78723,Irrigation - Residential,12200
201807,78723,Multi-Family,22375100
201807,78723,Residential,38794800
201807,78724,Irrigation - Multi-Family,2244100
201807,78724,Irrigation - Residential,26200
201807,78724,Multi-Family,11849200
201807,78724,Residential,20414600
201807,78725,Irrigation - Residential,0
201807,78725,Multi-Family,144400
201807,78725,Residential,4155700
201807,78726,Irrigation - Multi-Family,5638600
201807,78726,Irrigation - Residential,71200
201807,78726,Multi-Family,10757400
201807,78726,Residential,27033700
201807,78727,Irrigation - Multi-Family,7530300
201807,78727,Irrigation - Residential,14600
201807,78727,Multi-Family,22118900
201807,78727,Residential,49528900
201807,78728,Irrigation - Multi-Family,3282800
201807,78728,Irrigation - Residential,10600
201807,78728,Multi-Family,10593100
201807,78728,Residential,8493700
201807,78729,Irrigation - Multi-Family,4034900
201807,78729,Irrigation - Residential,8700
201807,78729,Multi-Family,25669600
201807,78729,Residential,30917300
201807,78730,Irrigation - Multi-Family,2081400
201807,78730,Irrigation - Residential,260700
201807,78730,Multi-Family,3812600
201807,78730,Residential,37803800
201807,78731,Irrigation - Multi-Family,1178100
201807,78731,Irrigation - Residential,679000
201807,78731,Multi-Family,16619900
201807,78731,Residential,80768500
201807,78732,Residential,2400
201807,78733,Residential,102000
201807,78735,Irrigation - Multi-Family,4621700
201807,78735,Multi-Family,13146200
201807,78735,Residential,28650200
201807,78736,Irrigation - Multi-Family,1765300
201807,78736,Irrigation - Residential,28400
201807,78736,Multi-Family,3649900
201807,78736,Residential,18174200
201807,78737,Irrigation - Residential,6600
201807,78737,Residential,11283800
201807,78738,Residential,288700
201807,78739,Irrigation - Multi-Family,25000
201807,78739,Irrigation - Residential,0
201807,78739,Residential,67551900
201807,78741,Irrigation - Multi-Family,3642400
201807,78741,Irrigation - Residential,50200
201807,78741,Multi-Family,71049600
201807,78741,Residential,19883900
201807,78742,Irrigation - Multi-Family,45300
201807,78742,Multi-Family,273800
201807,78742,Residential,835500
201807,78744,Irrigation - Multi-Family,4352700
201807,78744,Irrigation - Residential,44100
201807,78744,Multi-Family,31220100
201807,78744,Residential,56428700
201807,78745,Irrigation - Multi-Family,7466700
201807,78745,Irrigation - Residential,111100
201807,78745,Multi-Family,34855200
201807,78745,Residential,81129400
201807,78746,Irrigation - Multi-Family,1529300
201807,78746,Irrigation - Residential,624800
201807,78746,Multi-Family,13255100
201807,78746,Residential,56566100
201807,78747,Irrigation - Multi-Family,868700
201807,78747,Irrigation - Residential,14200
201807,78747,Multi-Family,8173100
201807,78747,Residential,33258000
201807,78748,Irrigation - Multi-Family,14255500
201807,78748,Irrigation - Residential,20500
201807,78748,Multi-Family,23668700
201807,78748,Residential,83373700
201807,78748-4053,Residential,2600
201807,78749,Irrigation - Multi-Family,6491700
201807,78749,Irrigation - Residential,29500
201807,78749,Multi-Family,15542100
201807,78749,Residential,77425200
201807,78750,Irrigation - Multi-Family,2761800
201807,78750,Irrigation - Residential,34600
201807,78750,Multi-Family,15025300
201807,78750,Residential,72881200
201807,78751,Irrigation - Multi-Family,800700
201807,78751,Irrigation - Residential,129200
201807,78751,Multi-Family,12599700
201807,78751,Residential,17309000
201807,78752,Irrigation - Multi-Family,230000
201807,78752,Irrigation - Residential,1200
201807,78752,Multi-Family,16392500
201807,78752,Residential,11856900
201807,78753,Irrigation - Multi-Family,6621300
201807,78753,Irrigation - Residential,6500
201807,78753,Multi-Family,56047700
201807,78753,Residential,44996400
201807,78754,Irrigation - Multi-Family,3312500
